,0,1,2
3432,Diamond,High School,winning
3433,improving,High School,Gold
3434,Diamond,having fun,Master
3435,having fun,High School,Gold
3436,having fun,High School,Gold
3437,Diamond,High School,improving
3438,Master,Silver,improving
3439,having fun,High School,Gold
3440,Bachelor,Silver,winning
3441,Platinum,High School,winning
3442,Diamond,having fun,None
3443,winning,High School,Gold
3444,winning,High School,Gold
3445,improving,None,Gold
3446,Diamond,High School,improving
3447,improving,Bachelor,Gold
3448,Platinum,having fun,Master
3449,improving,Bachelor,Silver
3450,winning,High School,Gold
3451,Platinum,High School,improving
3452,improving,High School,Silver
3453,improving,Bronze,None
3454,having fun,Bachelor,Gold
3455,relaxing,High School,Gold
3456,having fun,High School,Silver
3457,Diamond,High School,winning
3458,improving,High School,Silver
3459,Platinum,having fun,High School
3460,Platinum,High School,improving
3461,Master,winning,Gold
3462,improving,High School,Gold
3463,improving,High School,Silver
3464,Platinum,having fun,Master
3465,Platinum,High School,improving
3466,High School,Bronze,relaxing
3467,Platinum,None,improving
3468,Platinum,having fun,High School
3469,Diamond,High School,improving
3470,Diamond,High School,relaxing
3471,Platinum,having fun,None
3472,Platinum,having fun,High School
3473,improving,High School,Gold
3474,having fun,High School,Gold
3475,Platinum,having fun,Bachelor
3476,Diamond,High School,relaxing
3477,Platinum,High School,improving
3478,Platinum,Bachelor,winning
3479,Diamond,Bachelor,winning
3480,winning,Bachelor,Gold
3481,having fun,High School,Gold
3482,improving,Bachelor,Bronze
3483,having fun,High School,Gold
3484,Platinum,having fun,High School
3485,having fun,Bachelor,Silver
3486,Platinum,High School,improving
3487,Platinum,having fun,None
3488,improving,High School,Silver
3489,Diamond,having fun,High School
3490,improving,High School,Silver
3491,improving,High School,Gold
3492,having fun,High School,Gold
3493,Platinum,None,improving
3494,having fun,High School,Bronze
3495,having fun,High School,Gold
3496,Diamond,having fun,Bachelor
3497,Diamond,High School,improving
3498,Diamond,High School,improving
3499,relaxing,High School,Gold
3500,High School,Silver,winning
3501,Platinum,High School,improving
3502,having fun,High School,Gold
3503,Platinum,High School,winning
3504,Diamond,High School,improving
3505,Unranked,having fun,High School
3506,Platinum,High School,relaxing
3507,High School,Silver,winning
3508,improving,High School,Gold
3509,Platinum,High School,improving
3510,improving,High School,Silver
3511,having fun,Bachelor,Gold
3512,Platinum,having fun,None
3513,Platinum,High School,improving
3514,High School,Silver,relaxing
3515,Platinum,having fun,High School
3516,Diamond,having fun,High School
3517,Diamond,High School,improving
3518,improving,High School,Gold
3519,Platinum,having fun,High School
3520,Diamond,High School,winning
3521,Platinum,High School,improving
3522,Platinum,High School,improving
3523,having fun,High School,Silver
3524,having fun,High School,Gold
3525,improving,High School,Gold
3526,improving,Bachelor,Gold
3527,having fun,High School,Silver
3528,improving,High School,Gold
3529,improving,High School,Silver
3530,winning,High School,Gold
3531,Platinum,having fun,Bachelor
3532,Diamond,Master,winning
3533,Platinum,High School,improving
3534,improving,High School,Bronze
3535,having fun,Bachelor,Silver
3536,Platinum,High School,improving
3537,having fun,High School,Gold
3538,having fun,High School,Gold
3539,having fun,High School,Silver
3540,Platinum,Bachelor,improving
3541,having fun,Bachelor,Bronze
3542,Platinum,None,improving
3543,Diamond,Bachelor,improving
3544,Platinum,High School,improving
3545,Platinum,High School,winning
3546,having fun,High School,Gold
3547,Diamond,having fun,High School
3548,Platinum,High School,winning
3549,Platinum,Master,improving
3550,Diamond,High School,improving
3551,Master,Silver,improving
3552,Diamond,High School,improving
3553,Platinum,High School,improving
3554,having fun,High School,Silver
3555,Unranked,High School,improving
3556,having fun,High School,Gold
3557,having fun,High School,Silver
3558,Platinum,having fun,High School
3559,improving,High School,Gold
3560,Platinum,having fun,High School
3561,Master,Silver,relaxing
3562,having fun,None,Gold
3563,Diamond,having fun,High School
3564,having fun,High School,Gold
3565,having fun,High School,Silver
3566,improving,Bachelor,Gold
3567,having fun,High School,Gold
3568,Unranked,High School,improving
3569,Platinum,High School,winning
3570,having fun,High School,Gold
3571,Diamond,High School,improving
3572,Platinum,High School,relaxing
3573,having fun,High School,Bronze
3574,Platinum,None,winning
3575,Platinum,having fun,High School
3576,having fun,High School,Silver
3577,having fun,High School,Gold
3578,Platinum,having fun,High School
3579,Platinum,High School,improving
3580,winning,High School,Gold
3581,Platinum,High School,relaxing
3582,Diamond,High School,winning
3583,Diamond,Bachelor,improving
3584,Unranked,having fun,High School
3585,Platinum,Bachelor,winning
3586,improving,High School,Gold
3587,improving,Bachelor,Gold
3588,having fun,High School,Gold
3589,Platinum,High School,improving
3590,winning,High School,Gold
3591,Diamond,High School,winning
3592,High School,Silver,winning
3593,Platinum,High School,improving
3594,relaxing,High School,Gold
3595,High School,Silver,winning
3596,Master,having fun,Silver
3597,Platinum,having fun,High School
3598,Platinum,None,winning
3599,Platinum,High School,improving
3600,Platinum,High School,improving
3601,having fun,Bachelor,Silver
3602,improving,Bachelor,Gold
3603,Master,having fun,Gold
3604,winning,High School,Gold
3605,Diamond,Bachelor,improving
3606,improving,High School,Gold
3607,Platinum,None,improving
3608,improving,Bachelor,Gold
3609,having fun,Bachelor,Gold
3610,having fun,Bachelor,Silver
3611,improving,High School,Bronze
3612,having fun,None,Gold
3613,Diamond,High School,improving
3614,winning,High School,Gold
3615,Platinum,High School,winning
3616,Platinum,having fun,High School
3617,Diamond,Bachelor,winning
3618,having fun,High School,Gold
3619,having fun,Bachelor,Bronze
3620,Diamond,having fun,Master
3621,Platinum,having fun,None
3622,Diamond,Master,winning
3623,relaxing,High School,Gold
3624,having fun,None,Silver
3625,having fun,High School,Silver
3626,Diamond,Bachelor,improving
3627,winning,High School,Gold
3628,Diamond,High School,improving
3629,improving,High School,Gold
3630,having fun,High School,Gold
3631,Diamond,having fun,Bachelor
3632,having fun,High School,Silver
3633,High School,Silver,relaxing
3634,Unranked,having fun,High School
3635,Diamond,None,improving
3636,Diamond,High School,improving
3637,Unranked,having fun,High School
3638,Diamond,Bachelor,winning
3639,having fun,Bachelor,Gold
3640,improving,High School,Gold
3641,winning,High School,Gold
3642,having fun,High School,Gold
3643,improving,High School,Gold
3644,Platinum,Bachelor,winning
3645,Platinum,having fun,None
3646,improving,High School,Silver
3647,Unranked,Bachelor,improving
3648,Bachelor,Silver,winning
3649,improving,High School,Gold
3650,improving,High School,Silver
3651,improving,High School,Silver
3652,Doctor,Silver,winning
3653,High School,Bronze,winning
3654,Platinum,High School,improving
3655,relaxing,High School,Gold
3656,having fun,Bachelor,Bronze
3657,improving,High School,Silver
3658,having fun,High School,Gold
3659,Platinum,High School,improving
3660,improving,High School,Silver
3661,improving,None,Gold
3662,Master,having fun,Gold
3663,improving,Bachelor,Gold
3664,Platinum,having fun,High School
3665,Platinum,High School,improving
3666,winning,High School,Gold
3667,Master,having fun,Bronze
3668,improving,High School,Bronze
3669,Platinum,Bachelor,winning
3670,Platinum,High School,winning
3671,winning,High School,Gold
3672,improving,Bachelor,Gold
3673,Diamond,High School,winning
3674,having fun,High School,Gold
3675,Diamond,High School,winning
3676,Platinum,having fun,High School
3677,having fun,High School,Gold
3678,having fun,High School,Bronze
3679,Diamond,High School,improving
3680,Unranked,having fun,None
3681,having fun,High School,Gold
3682,improving,High School,Gold
3683,Bronze,None,winning
3684,Platinum,High School,winning
3685,improving,High School,Gold
3686,improving,None,Gold
3687,having fun,High School,Silver
3688,High School,Silver,winning
3689,having fun,High School,Silver
3690,having fun,High School,Gold
3691,Diamond,High School,winning
3692,having fun,High School,Silver
3693,Diamond,having fun,High School
3694,Platinum,having fun,High School
3695,None,Silver,winning
3696,having fun,High School,Silver
3697,having fun,Bachelor,Silver
3698,Diamond,High School,improving
3699,having fun,High School,Silver
3700,Unranked,having fun,High School
3701,Platinum,having fun,High School
3702,having fun,High School,Gold
3703,Platinum,High School,improving
3704,Platinum,High School,improving
3705,improving,High School,Silver
3706,Diamond,None,winning
3707,improving,Bachelor,Gold
3708,Platinum,High School,improving
3709,Diamond,High School,winning
3710,Unranked,None,improving
3711,improving,Bachelor,Gold
3712,Platinum,having fun,Bachelor
3713,having fun,High School,Gold
3714,winning,Bachelor,Gold
3715,Platinum,High School,improving
3716,having fun,Bachelor,Silver
3717,Platinum,having fun,Bachelor
3718,Diamond,None,improving
3719,Diamond,Bachelor,improving
3720,improving,None,Silver
3721,having fun,High School,Gold
3722,Diamond,Bachelor,winning
3723,having fun,Bachelor,Gold
3724,having fun,Doctor,Gold
3725,Master,improving,Gold
3726,Platinum,High School,improving
3727,improving,High School,Gold
3728,having fun,High School,Gold
3729,Unranked,None,winning
3730,improving,High School,Silver
3731,High School,Bronze,winning
3732,improving,Bachelor,Silver
3733,Diamond,High School,improving
3734,having fun,Bachelor,Gold
3735,Platinum,having fun,Bachelor
3736,High School,Bronze,winning
3737,Diamond,High School,improving
3738,Diamond,High School,winning
3739,improving,High School,Silver
3740,having fun,High School,Gold
3741,winning,None,Gold
3742,Platinum,having fun,High School
3743,Platinum,High School,improving
3744,Master,Silver,winning
3745,improving,High School,Silver
3746,having fun,Bachelor,Gold
3747,having fun,High School,Silver
3748,Master,Silver,improving
3749,Platinum,High School,winning
3750,Platinum,High School,winning
3751,improving,Bachelor,Gold
3752,having fun,None,Gold
3753,Unranked,having fun,High School
3754,Platinum,High School,improving
3755,having fun,High School,Silver
3756,Platinum,having fun,High School
3757,Diamond,High School,winning
3758,improving,Bachelor,Gold
3759,having fun,Bachelor,Gold
3760,Platinum,Master,improving
3761,having fun,High School,Gold
3762,Platinum,High School,improving
3763,Platinum,None,improving
3764,None,Silver,winning
3765,Diamond,High School,winning
3766,improving,High School,Silver
3767,Platinum,None,improving
3768,High School,Silver,winning
3769,improving,High School,Bronze
3770,improving,None,Silver
3771,Platinum,High School,improving
3772,Platinum,having fun,High School
3773,Platinum,High School,winning
3774,Diamond,having fun,None
3775,improving,High School,Gold
3776,having fun,None,Gold
3777,having fun,Bachelor,Silver
3778,improving,High School,Gold
3779,Platinum,having fun,Bachelor
3780,having fun,High School,Gold
3781,Platinum,High School,improving
3782,having fun,Bachelor,Silver
3783,Platinum,High School,improving
3784,improving,High School,Silver
3785,improving,Bachelor,Gold
3786,Platinum,High School,improving
3787,improving,High School,Gold
3788,Platinum,High School,improving
3789,improving,High School,Gold
3790,Platinum,having fun,Master
3791,Diamond,High School,winning
3792,having fun,High School,Gold
3793,Diamond,None,improving
3794,Platinum,High School,improving
3795,Platinum,Bachelor,improving
3796,Bachelor,Silver,winning
3797,Platinum,having fun,High School
3798,Platinum,High School,improving
3799,having fun,Bachelor,Gold
3800,Diamond,having fun,High School
3801,improving,High School,Bronze
3802,improving,High School,Bronze
3803,having fun,High School,Silver
3804,Platinum,None,improving
3805,Platinum,High School,improving
3806,Diamond,having fun,Bachelor
3807,Platinum,having fun,None
3808,having fun,High School,Silver
3809,Bachelor,Silver,winning
3810,Platinum,High School,improving
3811,having fun,High School,Silver
3812,relaxing,High School,Gold
3813,Platinum,High School,relaxing
3814,Diamond,High School,improving
3815,Diamond,having fun,None
3816,having fun,High School,Gold
3817,High School,Silver,winning
3818,winning,High School,Gold
3819,winning,High School,Gold
3820,Platinum,having fun,High School
3821,having fun,High School,Gold
3822,High School,Bronze,winning
3823,having fun,High School,Gold
3824,Platinum,having fun,High School
3825,having fun,High School,Bronze
3826,Diamond,having fun,High School
3827,Unranked,High School,improving
3828,having fun,Bachelor,Silver
3829,Diamond,High School,improving
3830,Platinum,None,improving
3831,Diamond,having fun,High School
3832,having fun,High School,Silver
3833,Diamond,having fun,Bachelor
3834,having fun,None,Gold
3835,Platinum,High School,winning
3836,Diamond,High School,winning
3837,Platinum,High School,improving
3838,Diamond,High School,improving
3839,having fun,Bachelor,Gold
3840,Platinum,High School,improving
